ID Conta;Data;ID Cliente;Valor
101;12/09/2024;CLI-078;90,00
102;12/09/2024;CLI-103;30,00
101;13/09/2024;CLI-032;90,00
101;13/09/2024;CLI-154;90,00
101;13/09/2024;CLI-176;90,00
101;13/09/2024;CLI-009;90,00
101;13/09/2024;CLI-107;90,00
101;13/09/2024;CLI-084;90,00
102;13/09/2024;CLI-066;30,00
102;13/09/2024;CLI-026;5,00
101;13/09/2024;CLI-021;81,00
101;13/09/2024;CLI-116;90,00
102;13/09/2024;CLI-170;30,00
101;13/09/2024;CLI-061;99,00
101;14/09/2024;CLI-001;90,00
101;14/09/2024;CLI-135;90,00
102;14/09/2024;CLI-145;5,00
101;14/09/2024;CLI-145;90,00
102;14/09/2024;CLI-157;10,00
102;14/09/2024;CLI-142;5,00
101;14/09/2024;CLI-069;90,00
102;14/09/2024;CLI-045;10,00
102;14/09/2024;CLI-127;30,00
101;14/09/2024;CLI-019;99,00
102;14/09/2024;CLI-094;15,00
101;14/09/2024;CLI-151;81,00
102;14/09/2024;CLI-138;10,00
101;14/09/2024;CLI-164;99,00
101;15/09/2024;CLI-039;90,00
101;15/09/2024;CLI-122;90,00
101;15/09/2024;CLI-076;81,00
102;15/09/2024;CLI-017;10,00
101;15/09/2024;CLI-049;90,00
101;15/09/2024;CLI-125;90,00
102;15/09/2024;CLI-121;30,00
101;15/09/2024;CLI-027;90,00
102;15/09/2024;CLI-021;8,00
101;15/09/2024;CLI-075;81,00
102;15/09/2024;CLI-101;5,00
102;15/09/2024;CLI-131;15,00
102;15/09/2024;CLI-125;8,00
101;15/09/2024;CLI-143;81,00
102;15/09/2024;CLI-054;15,00
101;15/09/2024;CLI-059;99,00
102;15/09/2024;CLI-094;5,00
102;15/09/2024;CLI-084;5,00
101;15/09/2024;CLI-121;90,00
101;15/09/2024;CLI-148;99,00
101;15/09/2024;CLI-044;90,00
101;01/10/2024;CLI-032;90,00
101;01/10/2024;CLI-187;90,00
101;01/10/2024;CLI-146;90,00
101;01/10/2024;CLI-171;99,00
101;01/10/2024;CLI-096;81,00
101;01/10/2024;CLI-084;90,00
101;01/10/2024;CLI-173;90,00
101;01/10/2024;CLI-167;90,00
101;01/10/2024;CLI-019;90,00
101;01/10/2024;CLI-135;90,00
101;01/10/2024;CLI-042;90,00
102;01/10/2024;CLI-178;5,00
102;01/10/2024;CLI-184;15,00
102;01/10/2024;CLI-015;30,00
102;01/10/2024;CLI-125;10,00
102;01/10/2024;CLI-177;15,00
101;01/10/2024;CLI-059;90,00
101;01/10/2024;CLI-155;99,00
101;02/10/2024;CLI-099;90,00
101;02/10/2024;CLI-060;99,00
102;02/10/2024;CLI-175;30,00
101;02/10/2024;CLI-035;81,00
101;02/10/2024;CLI-018;90,00
101;02/10/2024;CLI-121;99,00
102;02/10/2024;CLI-112;10,00
101;02/10/2024;CLI-125;90,00
101;02/10/2024;CLI-001;99,00
101;02/10/2024;CLI-177;90,00
101;02/10/2024;CLI-115;90,00
102;02/10/2024;CLI-007;30,00
102;02/10/2024;CLI-037;30,00
101;02/10/2024;CLI-103;81,00
102;02/10/2024;CLI-044;10,00
102;03/10/2024;CLI-167;10,00
101;03/10/2024;CLI-074;99,00
101;03/10/2024;CLI-063;81,00
102;03/10/2024;CLI-045;10,00
102;03/10/2024;CLI-015;15,00
101;03/10/2024;CLI-020;90,00
101;03/10/2024;CLI-170;90,00
101;03/10/2024;CLI-093;90,00
101;03/10/2024;CLI-053;90,00
101;03/10/2024;CLI-169;90,00
101;03/10/2024;CLI-111;90,00
102;04/10/2024;CLI-146;10,00
102;04/10/2024;CLI-126;5,00
101;04/10/2024;CLI-076;90,00
101;04/10/2024;CLI-162;81,00
102;04/10/2024;CLI-097;10,00
102;04/10/2024;CLI-168;15,00
101;04/10/2024;CLI-168;99,00
101;04/10/2024;CLI-117;90,00
102;04/10/2024;CLI-021;15,00
101;04/10/2024;CLI-034;90,00
102;04/10/2024;CLI-078;30,00
101;04/10/2024;CLI-148;90,00
101;04/10/2024;CLI-102;90,00
101;04/10/2024;CLI-191;90,00
101;04/10/2024;CLI-106;90,00
101;04/10/2024;CLI-030;90,00
101;05/10/2024;CLI-002;81,00
101;05/10/2024;CLI-185;90,00
102;05/10/2024;CLI-056;8,00
101;05/10/2024;CLI-141;90,00
102;05/10/2024;CLI-157;30,00
101;05/10/2024;CLI-078;90,00
101;05/10/2024;CLI-048;90,00
102;05/10/2024;CLI-006;8,00
101;05/10/2024;CLI-038;90,00
101;06/10/2024;CLI-180;81,00
102;06/10/2024;CLI-049;30,00
102;06/10/2024;CLI-028;5,00
102;06/10/2024;CLI-096;10,00
101;06/10/2024;CLI-116;90,00
101;06/10/2024;CLI-107;90,00
101;06/10/2024;CLI-138;90,00
101;06/10/2024;CLI-013;90,00
102;06/10/2024;CLI-093;8,00
101;06/10/2024;CLI-114;90,00
102;06/10/2024;CLI-096;15,00
101;06/10/2024;CLI-132;90,00
101;06/10/2024;CLI-131;90,00
101;06/10/2024;CLI-005;81,00
101;06/10/2024;CLI-054;90,00
102;06/10/2024;CLI-144;8,00
102;06/10/2024;CLI-160;5,00
101;06/10/2024;CLI-033;90,00
101;07/10/2024;CLI-007;90,00
101;07/10/2024;CLI-157;99,00
102;07/10/2024;CLI-005;15,00
101;07/10/2024;CLI-066;90,00
102;07/10/2024;CLI-099;10,00
101;07/10/2024;CLI-172;90,00
102;07/10/2024;CLI-183;15,00
101;07/10/2024;CLI-057;90,00
102;07/10/2024;CLI-042;30,00
102;07/10/2024;CLI-080;30,00
101;07/10/2024;CLI-009;99,00
101;07/10/2024;CLI-122;90,00
101;08/10/2024;CLI-004;90,00
101;08/10/2024;CLI-182;90,00
101;08/10/2024;CLI-043;99,00
101;08/10/2024;CLI-163;90,00
101;08/10/2024;CLI-049;90,00
102;08/10/2024;CLI-024;15,00
101;08/10/2024;CLI-142;81,00
101;08/10/2024;CLI-184;81,00
101;08/10/2024;CLI-147;90,00
101;08/10/2024;CLI-092;90,00
101;08/10/2024;CLI-151;99,00
101;08/10/2024;CLI-178;90,00
101;08/10/2024;CLI-026;90,00
102;08/10/2024;CLI-018;15,00
101;08/10/2024;CLI-101;90,00
102;08/10/2024;CLI-167;15,00
102;09/10/2024;CLI-093;5,00
102;09/10/2024;CLI-024;15,00
101;09/10/2024;CLI-120;90,00
101;09/10/2024;CLI-073;81,00
102;09/10/2024;CLI-125;10,00
101;09/10/2024;CLI-112;90,00
102;09/10/2024;CLI-062;10,00
101;09/10/2024;CLI-070;90,00
101;09/10/2024;CLI-056;90,00
101;09/10/2024;CLI-104;90,00
101;09/10/2024;CLI-175;90,00
101;09/10/2024;CLI-154;90,00
102;09/10/2024;CLI-117;30,00
102;09/10/2024;CLI-061;30,00
102;09/10/2024;CLI-082;8,00
101;09/10/2024;CLI-161;90,00
101;09/10/2024;CLI-079;81,00
102;10/10/2024;CLI-012;30,00
101;10/10/2024;CLI-109;90,00
101;10/10/2024;CLI-189;90,00
101;10/10/2024;CLI-085;81,00
101;10/10/2024;CLI-075;99,00
101;10/10/2024;CLI-069;99,00
102;10/10/2024;CLI-096;30,00
101;10/10/2024;CLI-003;81,00
102;10/10/2024;CLI-163;10,00
101;10/10/2024;CLI-126;81,00
102;10/10/2024;CLI-085;5,00
101;10/10/2024;CLI-166;90,00
101;10/10/2024;CLI-064;81,00
102;11/10/2024;CLI-024;10,00
101;11/10/2024;CLI-017;90,00
101;11/10/2024;CLI-123;81,00
101;11/10/2024;CLI-145;90,00
101;11/10/2024;CLI-027;90,00
102;12/10/2024;CLI-070;15,00
102;12/10/2024;CLI-038;10,00
101;12/10/2024;CLI-012;90,00
101;12/10/2024;CLI-181;90,00
101;12/10/2024;CLI-024;99,00
101;12/10/2024;CLI-152;90,00
102;12/10/2024;CLI-037;5,00
101;12/10/2024;CLI-143;90,00
102;12/10/2024;CLI-168;5,00
101;12/10/2024;CLI-044;90,00
101;12/10/2024;CLI-006;90,00
101;12/10/2024;CLI-071;99,00
102;12/10/2024;CLI-033;30,00
102;12/10/2024;CLI-081;8,00
101;12/10/2024;CLI-010;90,00
101;13/10/2024;CLI-015;99,00
101;13/10/2024;CLI-016;99,00
101;13/10/2024;CLI-165;90,00
101;13/10/2024;CLI-183;81,00
102;13/10/2024;CLI-079;15,00
102;13/10/2024;CLI-145;5,00
102;13/10/2024;CLI-016;10,00
102;13/10/2024;CLI-190;15,00
101;13/10/2024;CLI-028;81,00
101;13/10/2024;CLI-061;90,00
101;13/10/2024;CLI-080;90,00
102;13/10/2024;CLI-006;15,00
102;13/10/2024;CLI-011;10,00
102;13/10/2024;CLI-161;10,00
102;13/10/2024;CLI-069;30,00
101;14/10/2024;CLI-136;81,00
102;14/10/2024;CLI-155;30,00
101;14/10/2024;CLI-094;99,00
101;14/10/2024;CLI-025;81,00
102;14/10/2024;CLI-044;10,00
101;14/10/2024;CLI-072;90,00
102;14/10/2024;CLI-033;15,00
102;14/10/2024;CLI-070;8,00
101;14/10/2024;CLI-087;99,00
101;14/10/2024;CLI-149;90,00
101;14/10/2024;CLI-160;90,00
102;14/10/2024;CLI-168;8,00
102;14/10/2024;CLI-063;15,00
101;15/10/2024;CLI-127;90,00
101;15/10/2024;CLI-045;81,00
101;15/10/2024;CLI-144;81,00
101;15/10/2024;CLI-140;81,00
101;15/10/2024;CLI-082;81,00
102;15/10/2024;CLI-178;10,00
101;15/10/2024;CLI-062;90,00
101;15/10/2024;CLI-021;90,00
101;15/10/2024;CLI-097;90,00
101;15/10/2024;CLI-037;90,00
101;15/10/2024;CLI-081;99,00
101;15/10/2024;CLI-011;90,00
102;15/10/2024;CLI-163;15,00
102;01/11/2024;CLI-197;15,00
102;01/11/2024;CLI-085;8,00
101;01/11/2024;CLI-075;99,00
102;01/11/2024;CLI-062;30,00
102;01/11/2024;CLI-152;30,00
101;01/11/2024;CLI-117;90,00
102;01/11/2024;CLI-165;30,00
101;01/11/2024;CLI-038;99,00
102;01/11/2024;CLI-021;10,00
101;01/11/2024;CLI-063;99,00
101;01/11/2024;CLI-017;90,00
101;01/11/2024;CLI-071;90,00
101;01/11/2024;CLI-007;90,00
101;01/11/2024;CLI-182;90,00
101;01/11/2024;CLI-192;90,00
102;01/11/2024;CLI-027;15,00
102;01/11/2024;CLI-122;5,00
102;01/11/2024;CLI-121;5,00
101;02/11/2024;CLI-054;99,00
102;02/11/2024;CLI-073;30,00
101;02/11/2024;CLI-064;81,00
101;02/11/2024;CLI-170;99,00
102;02/11/2024;CLI-097;30,00
102;02/11/2024;CLI-128;5,00
101;02/11/2024;CLI-152;90,00
101;02/11/2024;CLI-103;99,00
101;02/11/2024;CLI-136;90,00
101;02/11/2024;CLI-154;90,00
102;02/11/2024;CLI-117;8,00
102;02/11/2024;CLI-072;5,00
101;02/11/2024;CLI-197;90,00
102;03/11/2024;CLI-172;5,00
102;03/11/2024;CLI-066;8,00
101;03/11/2024;CLI-070;81,00
101;03/11/2024;CLI-044;99,00
101;03/11/2024;CLI-190;81,00
101;03/11/2024;CLI-030;90,00
101;03/11/2024;CLI-164;90,00
101;03/11/2024;CLI-069;90,00
101;03/11/2024;CLI-013;90,00
101;03/11/2024;CLI-034;81,00
102;03/11/2024;CLI-127;30,00
101;03/11/2024;CLI-073;90,00
101;03/11/2024;CLI-085;90,00
102;04/11/2024;CLI-071;15,00
101;04/11/2024;CLI-145;90,00
101;04/11/2024;CLI-112;90,00
101;04/11/2024;CLI-015;81,00
102;04/11/2024;CLI-143;10,00
102;04/11/2024;CLI-169;8,00
102;04/11/2024;CLI-003;5,00
101;04/11/2024;CLI-004;81,00
102;04/11/2024;CLI-111;10,00
101;04/11/2024;CLI-035;90,00
101;04/11/2024;CLI-125;90,00
101;04/11/2024;CLI-120;90,00
101;04/11/2024;CLI-183;90,00
102;04/11/2024;CLI-112;30,00
101;04/11/2024;CLI-173;90,00
101;04/11/2024;CLI-188;90,00
102;04/11/2024;CLI-127;30,00
101;04/11/2024;CLI-003;99,00
101;04/11/2024;CLI-127;90,00
101;05/11/2024;CLI-140;81,00
101;05/11/2024;CLI-042;90,00
102;05/11/2024;CLI-165;10,00
101;05/11/2024;CLI-082;90,00
101;05/11/2024;CLI-135;90,00
101;05/11/2024;CLI-110;90,00
101;05/11/2024;CLI-143;99,00
101;05/11/2024;CLI-043;90,00
101;05/11/2024;CLI-106;90,00
101;05/11/2024;CLI-163;90,00
102;05/11/2024;CLI-096;30,00
101;05/11/2024;CLI-006;90,00
101;05/11/2024;CLI-177;90,00
102;06/11/2024;CLI-069;10,00
102;06/11/2024;CLI-200;8,00
101;06/11/2024;CLI-116;81,00
101;06/11/2024;CLI-053;90,00
101;06/11/2024;CLI-099;81,00
101;06/11/2024;CLI-141;90,00
101;06/11/2024;CLI-021;99,00
101;06/11/2024;CLI-037;90,00
102;06/11/2024;CLI-128;8,00
102;06/11/2024;CLI-007;15,00
101;06/11/2024;CLI-084;99,00
101;06/11/2024;CLI-161;90,00
101;06/11/2024;CLI-097;90,00
102;06/11/2024;CLI-127;30,00
102;06/11/2024;CLI-054;8,00
102;06/11/2024;CLI-066;5,00
102;06/11/2024;CLI-164;10,00
102;06/11/2024;CLI-109;5,00
102;06/11/2024;CLI-173;30,00
102;06/11/2024;CLI-057;5,00
102;06/11/2024;CLI-141;8,00
101;07/11/2024;CLI-122;90,00
102;07/11/2024;CLI-135;10,00
102;07/11/2024;CLI-163;15,00
102;07/11/2024;CLI-104;15,00
101;07/11/2024;CLI-149;81,00
101;07/11/2024;CLI-048;90,00
102;07/11/2024;CLI-025;30,00
102;07/11/2024;CLI-157;8,00
102;07/11/2024;CLI-112;30,00
101;07/11/2024;CLI-147;99,00
101;07/11/2024;CLI-045;81,00
101;07/11/2024;CLI-101;90,00
101;07/11/2024;CLI-018;90,00
101;07/11/2024;CLI-194;90,00
101;07/11/2024;CLI-155;90,00
101;07/11/2024;CLI-033;99,00
102;08/11/2024;CLI-053;10,00
101;08/11/2024;CLI-175;99,00
101;08/11/2024;CLI-126;90,00
101;08/11/2024;CLI-049;81,00
102;08/11/2024;CLI-163;30,00
101;08/11/2024;CLI-061;90,00
101;08/11/2024;CLI-102;90,00
101;08/11/2024;CLI-094;99,00
101;08/11/2024;CLI-078;90,00
102;08/11/2024;CLI-094;10,00
102;08/11/2024;CLI-017;8,00
101;08/11/2024;CLI-096;90,00
102;09/11/2024;CLI-102;15,00
101;09/11/2024;CLI-056;90,00
101;09/11/2024;CLI-001;99,00
101;09/11/2024;CLI-074;81,00
102;09/11/2024;CLI-107;30,00
101;09/11/2024;CLI-104;90,00
101;09/11/2024;CLI-024;90,00
102;09/11/2024;CLI-123;5,00
102;09/11/2024;CLI-057;30,00
101;09/11/2024;CLI-144;81,00
102;09/11/2024;CLI-079;8,00
101;09/11/2024;CLI-109;81,00
101;09/11/2024;CLI-148;99,00
101;09/11/2024;CLI-025;90,00
102;09/11/2024;CLI-025;5,00
101;09/11/2024;CLI-200;81,00
101;09/11/2024;CLI-066;99,00
102;10/11/2024;CLI-049;5,00
102;10/11/2024;CLI-030;5,00
102;10/11/2024;CLI-016;5,00
102;10/11/2024;CLI-169;8,00
101;10/11/2024;CLI-121;90,00
101;10/11/2024;CLI-005;81,00
101;10/11/2024;CLI-115;99,00
101;10/11/2024;CLI-138;90,00
101;10/11/2024;CLI-171;90,00
101;10/11/2024;CLI-111;81,00
101;10/11/2024;CLI-028;90,00
102;10/11/2024;CLI-054;8,00
101;10/11/2024;CLI-181;81,00
101;11/11/2024;CLI-123;90,00
101;11/11/2024;CLI-189;90,00
101;11/11/2024;CLI-080;90,00
101;11/11/2024;CLI-114;90,00
102;11/11/2024;CLI-183;8,00
101;11/11/2024;CLI-072;90,00
101;11/11/2024;CLI-076;99,00
101;11/11/2024;CLI-180;90,00
101;11/11/2024;CLI-092;90,00
101;11/11/2024;CLI-142;81,00
101;11/11/2024;CLI-199;90,00
102;11/11/2024;CLI-082;5,00
102;11/11/2024;CLI-056;5,00
102;11/11/2024;CLI-060;5,00
101;11/11/2024;CLI-009;99,00
101;12/11/2024;CLI-146;99,00
102;12/11/2024;CLI-003;15,00
101;12/11/2024;CLI-160;99,00
101;12/11/2024;CLI-191;81,00
101;12/11/2024;CLI-185;90,00
101;12/11/2024;CLI-195;90,00
102;12/11/2024;CLI-183;10,00
101;12/11/2024;CLI-172;99,00
101;12/11/2024;CLI-193;90,00
102;12/11/2024;CLI-011;15,00
102;12/11/2024;CLI-149;10,00
101;12/11/2024;CLI-093;90,00
102;12/11/2024;CLI-085;5,00
101;12/11/2024;CLI-057;99,00
102;12/11/2024;CLI-082;30,00
101;13/11/2024;CLI-198;99,00
102;13/11/2024;CLI-009;10,00
101;13/11/2024;CLI-178;81,00
101;13/11/2024;CLI-196;90,00
101;13/11/2024;CLI-151;90,00
101;13/11/2024;CLI-169;81,00
101;13/11/2024;CLI-039;90,00
101;14/11/2024;CLI-168;90,00
101;14/11/2024;CLI-032;90,00
101;14/11/2024;CLI-019;90,00
101;14/11/2024;CLI-157;90,00
101;14/11/2024;CLI-081;90,00
101;14/11/2024;CLI-128;99,00
101;14/11/2024;CLI-179;99,00
101;14/11/2024;CLI-059;81,00
102;15/11/2024;CLI-165;8,00
102;15/11/2024;CLI-027;15,00
102;15/11/2024;CLI-127;5,00
101;15/11/2024;CLI-186;90,00
101;15/11/2024;CLI-184;99,00
101;15/11/2024;CLI-166;90,00
101;15/11/2024;CLI-016;99,00
101;15/11/2024;CLI-131;99,00
101;15/11/2024;CLI-165;90,00
101;15/11/2024;CLI-020;99,00
101;15/11/2024;CLI-132;81,00
101;15/11/2024;CLI-062;99,00
101;01/12/2024;CLI-004;90,00
101;01/12/2024;CLI-018;90,00
102;01/12/2024;CLI-033;15,00
101;01/12/2024;CLI-157;81,00
102;01/12/2024;CLI-197;5,00
101;01/12/2024;CLI-056;90,00
101;02/12/2024;CLI-155;90,00
101;02/12/2024;CLI-127;90,00
102;02/12/2024;CLI-042;30,00
101;02/12/2024;CLI-044;90,00
101;02/12/2024;CLI-021;90,00
101;02/12/2024;CLI-079;99,00
102;02/12/2024;CLI-011;15,00
101;02/12/2024;CLI-116;90,00
102;02/12/2024;CLI-184;15,00
101;03/12/2024;CLI-177;90,00
101;03/12/2024;CLI-206;90,00
101;03/12/2024;CLI-005;99,00
101;03/12/2024;CLI-063;99,00
101;03/12/2024;CLI-096;90,00
101;03/12/2024;CLI-045;81,00
101;03/12/2024;CLI-094;90,00
102;03/12/2024;CLI-165;15,00
102;03/12/2024;CLI-163;10,00
102;03/12/2024;CLI-122;15,00
102;03/12/2024;CLI-183;10,00
102;03/12/2024;CLI-003;8,00
102;03/12/2024;CLI-003;30,00
102;03/12/2024;CLI-085;15,00
102;03/12/2024;CLI-053;15,00
101;04/12/2024;CLI-032;99,00
102;04/12/2024;CLI-072;15,00
101;04/12/2024;CLI-192;90,00
101;04/12/2024;CLI-007;90,00
101;04/12/2024;CLI-164;90,00
101;04/12/2024;CLI-048;81,00
101;04/12/2024;CLI-184;99,00
101;04/12/2024;CLI-132;81,00
102;04/12/2024;CLI-161;5,00
101;04/12/2024;CLI-025;81,00
101;04/12/2024;CLI-019;99,00
101;04/12/2024;CLI-202;99,00
101;04/12/2024;CLI-170;81,00
101;04/12/2024;CLI-199;81,00
101;04/12/2024;CLI-169;81,00
101;04/12/2024;CLI-106;90,00
101;04/12/2024;CLI-148;90,00
101;04/12/2024;CLI-062;90,00
101;04/12/2024;CLI-026;81,00
101;05/12/2024;CLI-107;81,00
101;05/12/2024;CLI-103;99,00
101;05/12/2024;CLI-173;81,00
101;05/12/2024;CLI-097;90,00
101;05/12/2024;CLI-189;81,00
101;05/12/2024;CLI-135;90,00
101;05/12/2024;CLI-194;90,00
102;05/12/2024;CLI-140;5,00
102;05/12/2024;CLI-146;15,00
101;05/12/2024;CLI-149;81,00
101;06/12/2024;CLI-181;90,00
102;06/12/2024;CLI-198;5,00
101;06/12/2024;CLI-196;90,00
102;06/12/2024;CLI-126;5,00
101;06/12/2024;CLI-191;90,00
101;06/12/2024;CLI-162;81,00
102;06/12/2024;CLI-123;5,00
102;06/12/2024;CLI-116;5,00
101;06/12/2024;CLI-161;90,00
102;06/12/2024;CLI-190;15,00
101;06/12/2024;CLI-141;90,00
102;06/12/2024;CLI-116;5,00
101;06/12/2024;CLI-111;90,00
101;06/12/2024;CLI-110;81,00
101;06/12/2024;CLI-171;90,00
102;06/12/2024;CLI-026;15,00
101;06/12/2024;CLI-059;90,00
101;06/12/2024;CLI-143;90,00
101;06/12/2024;CLI-140;90,00
101;06/12/2024;CLI-011;90,00
102;07/12/2024;CLI-179;30,00
102;07/12/2024;CLI-149;15,00
102;07/12/2024;CLI-199;30,00
101;07/12/2024;CLI-102;90,00
101;07/12/2024;CLI-073;90,00
101;07/12/2024;CLI-080;81,00
101;07/12/2024;CLI-024;99,00
101;07/12/2024;CLI-109;90,00
101;07/12/2024;CLI-069;99,00
101;07/12/2024;CLI-112;81,00
101;07/12/2024;CLI-175;90,00
101;07/12/2024;CLI-053;99,00
102;08/12/2024;CLI-053;5,00
102;08/12/2024;CLI-037;10,00
102;08/12/2024;CLI-175;5,00
101;08/12/2024;CLI-020;90,00
101;08/12/2024;CLI-115;90,00
101;08/12/2024;CLI-183;90,00
101;08/12/2024;CLI-151;90,00
101;08/12/2024;CLI-006;90,00
101;08/12/2024;CLI-072;90,00
102;08/12/2024;CLI-142;5,00
101;08/12/2024;CLI-190;81,00
101;08/12/2024;CLI-037;90,00
102;08/12/2024;CLI-170;15,00
101;08/12/2024;CLI-039;90,00
101;08/12/2024;CLI-165;90,00
101;08/12/2024;CLI-081;90,00
101;08/12/2024;CLI-034;99,00
101;08/12/2024;CLI-099;99,00
102;09/12/2024;CLI-096;8,00
101;09/12/2024;CLI-144;81,00
101;09/12/2024;CLI-001;99,00
102;09/12/2024;CLI-145;10,00
102;09/12/2024;CLI-162;15,00
101;09/12/2024;CLI-200;81,00
101;09/12/2024;CLI-178;90,00
101;09/12/2024;CLI-188;90,00
101;09/12/2024;CLI-195;90,00
101;09/12/2024;CLI-071;81,00
101;09/12/2024;CLI-070;99,00
101;09/12/2024;CLI-082;90,00
102;09/12/2024;CLI-126;10,00
101;09/12/2024;CLI-101;90,00
102;09/12/2024;CLI-027;30,00
101;09/12/2024;CLI-092;81,00
101;09/12/2024;CLI-179;81,00
102;09/12/2024;CLI-141;5,00
102;09/12/2024;CLI-182;30,00
101;10/12/2024;CLI-028;81,00
102;10/12/2024;CLI-120;15,00
102;10/12/2024;CLI-189;8,00
102;10/12/2024;CLI-024;30,00
101;10/12/2024;CLI-035;90,00
102;10/12/2024;CLI-169;8,00
102;10/12/2024;CLI-189;15,00
102;10/12/2024;CLI-132;5,00
101;10/12/2024;CLI-145;81,00
101;11/12/2024;CLI-180;90,00
102;11/12/2024;CLI-037;5,00
102;11/12/2024;CLI-184;8,00
102;11/12/2024;CLI-183;8,00
101;11/12/2024;CLI-131;99,00
101;11/12/2024;CLI-084;90,00
102;11/12/2024;CLI-140;5,00
102;11/12/2024;CLI-004;10,00
101;11/12/2024;CLI-123;81,00
101;11/12/2024;CLI-104;90,00
101;11/12/2024;CLI-060;81,00
101;11/12/2024;CLI-142;99,00
101;11/12/2024;CLI-128;99,00
101;11/12/2024;CLI-042;90,00
101;11/12/2024;CLI-038;90,00
101;11/12/2024;CLI-138;90,00
101;11/12/2024;CLI-017;90,00
101;11/12/2024;CLI-168;90,00
102;12/12/2024;CLI-140;30,00
102;12/12/2024;CLI-195;8,00
101;12/12/2024;CLI-201;90,00
101;12/12/2024;CLI-207;99,00
101;12/12/2024;CLI-085;90,00
101;12/12/2024;CLI-114;90,00
101;12/12/2024;CLI-193;90,00
101;12/12/2024;CLI-015;90,00
102;12/12/2024;CLI-115;30,00
102;12/12/2024;CLI-060;10,00
102;12/12/2024;CLI-045;10,00
101;12/12/2024;CLI-205;81,00
101;12/12/2024;CLI-074;90,00
101;12/12/2024;CLI-033;90,00
102;12/12/2024;CLI-092;15,00
102;12/12/2024;CLI-017;5,00
102;12/12/2024;CLI-146;5,00
101;12/12/2024;CLI-166;90,00
101;12/12/2024;CLI-198;90,00
101;13/12/2024;CLI-146;81,00
101;13/12/2024;CLI-049;81,00
101;13/12/2024;CLI-154;90,00
101;13/12/2024;CLI-122;99,00
102;13/12/2024;CLI-115;5,00
102;13/12/2024;CLI-122;15,00
101;13/12/2024;CLI-125;81,00
101;13/12/2024;CLI-027;90,00
101;13/12/2024;CLI-182;81,00
101;13/12/2024;CLI-163;99,00
102;13/12/2024;CLI-138;5,00
102;14/12/2024;CLI-075;15,00
101;14/12/2024;CLI-054;81,00
101;14/12/2024;CLI-204;81,00
101;14/12/2024;CLI-136;81,00
101;14/12/2024;CLI-075;90,00
101;14/12/2024;CLI-016;90,00
101;14/12/2024;CLI-093;99,00
101;14/12/2024;CLI-030;90,00
102;14/12/2024;CLI-198;15,00
101;14/12/2024;CLI-160;90,00
102;14/12/2024;CLI-189;30,00
101;14/12/2024;CLI-152;90,00
102;14/12/2024;CLI-143;10,00
102;14/12/2024;CLI-127;10,00
101;14/12/2024;CLI-117;90,00
102;15/12/2024;CLI-116;30,00
102;15/12/2024;CLI-082;5,00
102;15/12/2024;CLI-070;8,00
102;15/12/2024;CLI-183;10,00
102;15/12/2024;CLI-075;15,00
101;15/12/2024;CLI-172;90,00
102;15/12/2024;CLI-194;8,00
101;15/12/2024;CLI-076;90,00
102;15/12/2024;CLI-172;30,00
101;15/12/2024;CLI-003;90,00
101;15/12/2024;CLI-066;81,00
101;15/12/2024;CLI-120;90,00
102;15/12/2024;CLI-200;30,00
101;15/12/2024;CLI-126;90,00
101;15/12/2024;CLI-057;90,00
101;01/01/2025;CLI-121;94,50
101;01/01/2025;CLI-082;103,95
101;01/01/2025;CLI-210;94,50
101;01/01/2025;CLI-181;103,95
101;01/01/2025;CLI-080;85,05
101;01/01/2025;CLI-009;94,50
101;01/01/2025;CLI-019;94,50
101;01/01/2025;CLI-192;94,50
101;01/01/2025;CLI-160;103,95
102;01/01/2025;CLI-192;15,75
102;01/01/2025;CLI-207;31,50
102;01/01/2025;CLI-135;5,25
102;01/01/2025;CLI-196;5,25
102;01/01/2025;CLI-021;15,75
102;01/01/2025;CLI-027;5,25
102;01/01/2025;CLI-173;5,25
102;01/01/2025;CLI-066;10,50
101;01/01/2025;CLI-020;85,05
102;01/01/2025;CLI-020;31,50
101;01/01/2025;CLI-214;85,05
101;01/01/2025;CLI-057;94,50
101;01/01/2025;CLI-123;94,50
101;02/01/2025;CLI-064;85,05
101;02/01/2025;CLI-207;103,95
102;02/01/2025;CLI-200;15,75
101;02/01/2025;CLI-146;103,95
102;02/01/2025;CLI-010;8,40
101;02/01/2025;CLI-215;103,95
101;02/01/2025;CLI-142;94,50
101;02/01/2025;CLI-025;94,50
101;02/01/2025;CLI-216;94,50
101;02/01/2025;CLI-035;94,50
101;02/01/2025;CLI-143;94,50
102;02/01/2025;CLI-155;31,50
101;03/01/2025;CLI-116;94,50
101;03/01/2025;CLI-202;94,50
101;03/01/2025;CLI-075;85,05
101;03/01/2025;CLI-094;94,50
101;03/01/2025;CLI-059;103,95
101;03/01/2025;CLI-203;103,95
101;03/01/2025;CLI-195;94,50
102;03/01/2025;CLI-015;8,40
101;03/01/2025;CLI-190;94,50
101;03/01/2025;CLI-161;94,50
102;03/01/2025;CLI-200;8,40
102;03/01/2025;CLI-074;15,75
101;03/01/2025;CLI-182;94,50
102;03/01/2025;CLI-094;31,50
102;03/01/2025;CLI-143;31,50
102;03/01/2025;CLI-195;15,75
102;03/01/2025;CLI-003;5,25
102;03/01/2025;CLI-141;10,50
101;04/01/2025;CLI-060;94,50
